Filter Type,Sample,surface,DN1,DN2,DN3,DNAVG
R,1,1,532,448,596,525.3333333
R,2,1,532,452,600,528
R,3,1,540,456,600,532
R,4,1,532,452,592,525.3333333
R,5,1,540,456,600,532
R,6,1,540,456,600,532
R,7,1,536,452,592,526.6666667
R,8,1,540,456,600,532
R,9,1,536,448,596,526.6666667
R,10,1,536,448,600,528
R,11,1,536,452,600,529.3333333
R,12,1,536,452,592,526.6666667
R,13,1,560,468,600,542.6666667
R,14,1,556,460,608,541.3333333
R,15,1,556,460,604,540
R,16,1,560,468,600,542.6666667
R,17,1,556,464,608,542.6666667
R,18,1,560,460,600,540
R,19,1,560,468,608,545.3333333
R,20,1,560,460,608,542.6666667
R,21,1,560,468,604,544
R,22,1,560,472,608,546.6666667
R,23,1,556,460,608,541.3333333
R,24,1,508,416,532,485.3333333
R,25,1,512,416,540,489.3333333
R,26,1,508,420,540,489.3333333
R,27,1,516,412,540,489.3333333
R,28,1,516,412,540,489.3333333
R,29,1,516,408,544,489.3333333
R,30,1,516,412,540,489.3333333
R,31,1,512,412,540,488
R,32,1,516,408,540,488
R,33,1,516,412,540,489.3333333
R,34,1,516,408,540,488
R,35,1,588,488,616,564
R,36,1,584,484,608,558.6666667
R,37,1,592,488,616,565.3333333
R,38,1,588,488,616,564
R,39,1,584,484,608,558.6666667
R,40,1,592,488,620,566.6666667
R,41,1,592,484,608,561.3333333
R,42,1,584,484,616,561.3333333
R,43,1,592,488,616,565.3333333
R,44,1,592,484,608,561.3333333
R,45,1,588,488,616,564
R,46,1,596,504,628,576
R,47,1,600,500,624,574.6666667
R,48,1,596,496,624,572
R,49,1,592,504,620,572
R,50,1,596,496,624,572
R,51,1,596,500,628,574.6666667
R,52,1,592,504,624,573.3333333
R,53,1,600,496,628,574.6666667
R,54,1,600,504,628,577.3333333
R,55,1,596,504,624,574.6666667
R,56,1,600,500,620,573.3333333
R,57,1,592,504,628,574.6666667
R,58,1,600,496,624,573.3333333
R,59,1,596,496,640,577.3333333
R,60,1,596,504,624,574.6666667
R,61,1,600,496,624,573.3333333
R,62,1,600,500,628,576
R,63,1,596,504,624,574.6666667
R,64,1,600,496,628,574.6666667
R,65,1,600,500,628,576
R,66,1,592,496,624,570.6666667
R,67,1,600,496,624,573.3333333
R,68,1,548,448,568,521.3333333
R,69,1,548,456,572,525.3333333
R,70,1,548,452,576,525.3333333
R,71,1,552,452,576,526.6666667
R,72,1,548,456,572,525.3333333
R,73,1,560,448,572,526.6666667
R,74,1,548,464,572,528
R,75,1,556,452,576,528
R,76,1,552,452,568,524
R,77,1,560,452,576,529.3333333
R,78,1,556,452,576,528
R,79,1,568,472,592,544
R,80,1,576,468,596,546.6666667
R,81,1,568,468,588,541.3333333
R,82,1,576,472,592,546.6666667
R,83,1,568,468,592,542.6666667
R,84,1,576,472,588,545.3333333
R,85,1,576,472,592,546.6666667
R,86,1,568,468,592,542.6666667
R,87,1,572,472,592,545.3333333
R,88,1,576,460,592,542.6666667
R,89,1,568,468,592,542.6666667
R,90,1,580,488,612,560
R,91,1,584,484,612,560
R,92,1,580,480,608,556
R,93,1,588,484,612,561.3333333
R,94,1,580,480,612,557.3333333
R,95,1,580,476,608,554.6666667
R,96,1,576,484,612,557.3333333
R,97,1,584,480,608,557.3333333
R,98,1,584,484,608,558.6666667
R,99,1,588,484,608,560
R,100,1,584,480,608,557.3333333
R,101,1,580,488,616,561.3333333
R,102,1,580,488,620,562.6666667
R,103,1,588,484,612,561.3333333
R,104,1,580,488,616,561.3333333
R,105,1,584,484,608,558.6666667
R,106,1,584,484,616,561.3333333
R,107,1,584,488,620,564
R,108,1,580,488,612,560
R,109,1,588,496,616,566.6666667
R,110,1,584,488,620,564
R,111,1,584,484,608,558.6666667
R,1,2,664,536,692,630.6666667
R,2,2,668,540,688,632
R,3,2,668,540,688,632
R,4,2,680,536,692,636
R,5,2,668,540,684,630.6666667
R,6,2,672,536,688,632
R,7,2,660,536,696,630.6666667
R,8,2,668,540,684,630.6666667
R,9,2,668,536,688,630.6666667
R,10,2,668,540,688,632
R,11,2,668,536,692,632
R,12,2,744,612,796,717.3333333
R,13,2,728,600,780,702.6666667
R,14,2,732,604,788,708
R,15,2,736,608,792,712
R,16,2,736,616,792,714.6666667
R,17,2,740,612,796,716
R,18,2,736,620,796,717.3333333
R,19,2,728,616,796,713.3333333
R,20,2,724,608,788,706.6666667
R,21,2,700,576,764,680
R,22,2,712,588,760,686.6666667
R,23,2,644,540,704,629.3333333
R,24,2,644,540,704,629.3333333
R,25,2,640,536,696,624
R,26,2,644,536,704,628
R,27,2,644,540,704,629.3333333
R,28,2,644,536,708,629.3333333
R,29,2,640,540,700,626.6666667
R,30,2,644,540,704,629.3333333
R,31,2,648,536,700,628
R,32,2,644,540,704,629.3333333
R,33,2,640,540,704,628
R,34,2,708,596,768,690.6666667
R,35,2,712,600,768,693.3333333
R,36,2,712,600,768,693.3333333
R,37,2,708,596,772,692
R,38,2,708,600,764,690.6666667
R,39,2,712,596,772,693.3333333
R,40,2,712,600,768,693.3333333
R,41,2,712,596,764,690.6666667
R,42,2,704,596,768,689.3333333
R,43,2,712,600,768,693.3333333
R,44,2,712,600,768,693.3333333
R,45,2,724,596,764,694.6666667
R,46,2,712,600,760,690.6666667
R,47,2,708,596,764,689.3333333
R,48,2,704,600,760,688
R,49,2,712,600,760,690.6666667
R,50,2,712,596,760,689.3333333
R,51,2,712,592,760,688
R,52,2,712,596,764,690.6666667
R,53,2,708,596,760,688
R,54,2,712,600,760,690.6666667
R,55,2,712,600,760,690.6666667
R,56,2,668,544,680,630.6666667
R,57,2,672,540,684,632
R,58,2,672,544,680,632
R,59,2,664,548,684,632
R,60,2,668,540,692,633.3333333
R,61,2,672,544,680,632
R,62,2,660,540,684,628
R,63,2,668,540,700,636
R,64,2,660,548,684,630.6666667
R,65,2,668,540,688,632
R,66,2,672,544,680,632
R,67,2,664,528,676,622.6666667
R,68,2,660,528,676,621.3333333
R,69,2,660,520,672,617.3333333
R,70,2,664,528,680,624
R,71,2,660,532,676,622.6666667
R,72,2,660,536,672,622.6666667
R,73,2,660,536,676,624
R,74,2,660,532,676,622.6666667
R,75,2,660,528,672,620
R,76,2,664,528,676,622.6666667
R,77,2,660,532,676,622.6666667
R,78,2,672,548,696,638.6666667
R,79,2,664,544,700,636
R,80,2,668,548,700,638.6666667
R,81,2,668,544,696,636
R,82,2,664,548,700,637.3333333
R,83,2,668,548,700,638.6666667
R,84,2,672,544,700,638.6666667
R,85,2,672,548,700,640
R,86,2,668,544,704,638.6666667
R,87,2,668,544,700,637.3333333
R,88,2,668,548,700,638.6666667
R,89,2,644,524,668,612
R,90,2,644,520,664,609.3333333
R,91,2,648,520,664,610.6666667
R,92,2,644,524,668,612
R,93,2,640,520,664,608
R,94,2,644,520,668,610.6666667
R,95,2,644,524,668,612
R,96,2,644,520,664,609.3333333
R,97,2,644,524,668,612
R,98,2,640,524,660,608
R,99,2,644,520,668,610.6666667
R,100,2,656,536,680,624
R,101,2,660,532,676,622.6666667
R,102,2,660,540,672,624
R,103,2,656,536,680,624
R,104,2,656,528,676,620
R,105,2,660,540,672,624
R,106,2,656,532,680,622.6666667
R,107,2,660,532,680,624
R,108,2,660,536,676,624
R,109,2,660,532,676,622.6666667
R,110,2,660,536,672,622.6666667
R,1,3,864,700,892,818.6666667
R,2,3,864,704,888,818.6666667
R,3,3,868,700,896,821.3333333
R,4,3,860,700,896,818.6666667
R,5,3,868,704,896,822.6666667
R,6,3,868,700,896,821.3333333
R,7,3,864,704,896,821.3333333
R,8,3,864,700,900,821.3333333
R,9,3,880,708,900,829.3333333
R,10,3,868,712,892,824
R,11,3,864,704,896,821.3333333
R,12,3,916,768,976,886.6666667
R,13,3,916,772,976,888
R,14,3,920,764,980,888
R,15,3,920,760,976,885.3333333
R,16,3,908,764,968,880
R,17,3,916,772,976,888
R,18,3,920,772,976,889.3333333
R,19,3,920,772,976,889.3333333
R,20,3,920,772,976,889.3333333
R,21,3,916,764,976,885.3333333
R,22,3,920,772,976,889.3333333
R,23,3,904,768,996,889.3333333
R,24,3,904,768,996,889.3333333
R,25,3,900,772,992,888
R,26,3,900,772,992,888
R,27,3,900,772,992,888
R,28,3,900,772,992,888
R,29,3,900,772,992,888
R,30,3,904,768,996,889.3333333
R,31,3,900,768,992,886.6666667
R,32,3,896,772,996,888
R,33,3,796,640,804,746.6666667
R,34,3,796,640,812,749.3333333
R,35,3,796,640,812,749.3333333
R,36,3,792,652,812,752
R,37,3,796,640,804,746.6666667
R,38,3,796,640,812,749.3333333
R,39,3,796,644,812,750.6666667
R,40,3,796,640,816,750.6666667
R,41,3,792,640,812,748
R,42,3,796,644,808,749.3333333
R,43,3,800,640,812,750.6666667
R,44,3,896,760,984,880
R,45,3,896,784,988,889.3333333
R,46,3,896,764,984,881.3333333
R,47,3,892,760,984,878.6666667
R,48,3,896,760,984,880
R,49,3,896,760,984,880
R,50,3,892,760,988,880
R,51,3,896,764,988,882.6666667
R,52,3,892,760,988,880
R,53,3,896,760,984,880
R,54,3,892,764,984,880
R,55,3,860,728,940,842.6666667
R,56,3,856,732,940,842.6666667
R,57,3,856,728,944,842.6666667
R,58,3,856,728,944,842.6666667
R,59,3,856,732,948,845.3333333
R,60,3,860,728,940,842.6666667
R,61,3,860,744,944,849.3333333
R,62,3,860,728,940,842.6666667
R,63,3,860,728,940,842.6666667
R,64,3,856,732,940,842.6666667
R,65,3,856,724,944,841.3333333
R,66,3,876,744,960,860
R,67,3,876,752,956,861.3333333
R,68,3,884,744,956,861.3333333
R,69,3,884,752,960,865.3333333
R,70,3,884,752,960,865.3333333
R,71,3,884,752,960,865.3333333
R,72,3,884,752,960,865.3333333
R,73,3,876,748,968,864
R,74,3,884,752,960,865.3333333
R,75,3,884,752,960,865.3333333
R,76,3,884,744,960,862.6666667
R,77,3,868,744,960,857.3333333
R,78,3,864,744,960,856
R,79,3,868,740,960,856
R,80,3,868,744,960,857.3333333
R,81,3,872,744,960,858.6666667
R,82,3,864,744,956,854.6666667
R,83,3,864,744,960,856
R,84,3,864,736,960,853.3333333
R,85,3,868,744,960,857.3333333
R,86,3,884,744,960,862.6666667
R,87,3,864,744,956,854.6666667
R,88,3,876,752,968,865.3333333
R,89,3,876,756,968,866.6666667
R,90,3,876,744,968,862.6666667
R,91,3,872,752,968,864
R,92,3,876,752,968,865.3333333
R,93,3,872,752,968,864
R,94,3,876,752,968,865.3333333
R,95,3,876,744,972,864
R,96,3,876,752,968,865.3333333
R,97,3,896,752,968,872
R,98,3,876,752,968,865.3333333
R,99,3,788,660,856,768
R,100,3,792,656,856,768
R,101,3,788,660,856,768
R,102,3,788,660,856,768
R,103,3,788,660,856,768
R,104,3,792,656,852,766.6666667
R,105,3,792,656,856,768
R,106,3,788,660,856,768
R,107,3,788,656,856,766.6666667
R,108,3,788,660,856,768
R,109,3,788,660,856,768
R,110,3,788,660,856,768
R,1,4,1224,1028,1320,1190.666667
R,2,4,1224,1028,1320,1190.666667
R,3,4,1228,1028,1320,1192
R,4,4,1224,1028,1320,1190.666667
R,5,4,1224,1028,1320,1190.666667
R,6,4,1224,1028,1316,1189.333333
R,7,4,1224,1028,1320,1190.666667
R,8,4,1224,1028,1316,1189.333333
R,9,4,1216,1028,1320,1188
R,10,4,1224,1028,1320,1190.666667
R,11,4,1224,1028,1324,1192
R,12,4,1160,968,1276,1134.666667
R,13,4,1156,968,1280,1134.666667
R,14,4,1152,960,1260,1124
R,15,4,1152,960,1256,1122.666667
R,16,4,1156,968,1272,1132
R,17,4,1148,960,1268,1125.333333
R,18,4,1148,960,1260,1122.666667
R,19,4,1140,948,1256,1114.666667
R,20,4,1140,944,1252,1112
R,21,4,1140,948,1252,1113.333333
R,22,4,1148,960,1256,1121.333333
R,23,4,1072,848,1132,1017.333333
R,24,4,1052,832,1112,998.6666667
R,25,4,1060,844,1140,1014.666667
R,26,4,1056,832,1112,1000
R,27,4,1060,844,1152,1018.666667
R,28,4,1064,840,1140,1014.666667
R,29,4,1060,848,1144,1017.333333
R,30,4,1064,848,1132,1014.666667
R,31,4,1064,848,1124,1012
R,32,4,1056,832,1112,1000
R,33,4,1184,976,1280,1146.666667
R,34,4,1192,988,1284,1154.666667
R,35,4,1192,976,1284,1150.666667
R,36,4,1192,984,1288,1154.666667
R,37,4,1192,988,1288,1156
R,38,4,1184,980,1276,1146.666667
R,39,4,1184,976,1284,1148
R,40,4,1184,976,1280,1146.666667
R,41,4,1180,976,1280,1145.333333
R,42,4,1172,968,1260,1133.333333
R,43,4,1168,960,1260,1129.333333
R,44,4,1164,936,1272,1124
R,45,4,1164,944,1280,1129.333333
R,46,4,1164,944,1276,1128
R,47,4,1168,940,1268,1125.333333
R,48,4,1168,944,1268,1126.666667
R,49,4,1164,944,1280,1129.333333
R,50,4,1164,944,1272,1126.666667
R,51,4,1164,940,1276,1126.666667
R,52,4,1164,944,1280,1129.333333
R,53,4,1168,944,1276,1129.333333
R,54,4,1160,940,1280,1126.666667
R,55,4,1192,992,1224,1136
R,56,4,1184,968,1224,1125.333333
R,57,4,1184,968,1224,1125.333333
R,58,4,1208,968,1224,1133.333333
R,59,4,1184,968,1228,1126.666667
R,60,4,1188,968,1228,1128
R,61,4,1184,968,1228,1126.666667
R,62,4,1184,968,1224,1125.333333
R,63,4,1180,968,1216,1121.333333
R,64,4,1184,964,1216,1121.333333
R,65,4,1184,968,1220,1124
R,66,4,1184,956,1208,1116
R,67,4,1188,960,1208,1118.666667
R,68,4,1184,960,1208,1117.333333
R,69,4,1184,960,1216,1120
R,70,4,1180,956,1216,1117.333333
R,71,4,1184,960,1216,1120
R,72,4,1180,968,1220,1122.666667
R,73,4,1184,968,1212,1121.333333
R,74,4,1184,960,1208,1117.333333
R,75,4,1180,956,1208,1114.666667
R,76,4,1184,964,1212,1120
R,77,4,1164,952,1212,1109.333333
R,78,4,1156,952,1200,1102.666667
R,79,4,1156,944,1212,1104
R,80,4,1156,952,1200,1102.666667
R,81,4,1160,952,1204,1105.333333
R,82,4,1160,952,1200,1104
R,83,4,1156,952,1204,1104
R,84,4,1152,948,1204,1101.333333
R,85,4,1156,952,1200,1102.666667
R,86,4,1156,952,1208,1105.333333
R,87,4,1160,952,1208,1106.666667
R,88,4,1160,952,1224,1112
R,89,4,1160,952,1228,1113.333333
R,90,4,1160,952,1228,1113.333333
R,91,4,1156,952,1228,1112
R,92,4,1156,952,1228,1112
R,93,4,1156,952,1224,1110.666667
R,94,4,1160,952,1228,1113.333333
R,95,4,1160,952,1224,1112
R,96,4,1176,940,1220,1112
R,97,4,1160,952,1228,1113.333333
R,98,4,1152,952,1228,1110.666667
R,99,4,1100,884,1144,1042.666667
R,100,4,1096,884,1140,1040
R,101,4,1108,880,1140,1042.666667
R,102,4,1096,884,1140,1040
R,103,4,1096,884,1140,1040
R,104,4,1104,884,1140,1042.666667
R,105,4,1096,872,1132,1033.333333
R,106,4,1096,880,1132,1036
R,107,4,1096,872,1132,1033.333333
R,108,4,1092,872,1124,1029.333333
R,109,4,1088,864,1120,1024
R,110,4,1088,864,1120,1024
R,1,5,1560,1304,1644,1502.666667
R,2,5,1564,1300,1648,1504
R,3,5,1560,1304,1644,1502.666667
R,4,5,1552,1304,1648,1501.333333
R,5,5,1560,1304,1644,1502.666667
R,6,5,1560,1304,1644,1502.666667
R,7,5,1564,1328,1644,1512
R,8,5,1560,1304,1644,1502.666667
R,9,5,1564,1304,1648,1505.333333
R,10,5,1560,1308,1644,1504
R,11,5,1564,1304,1648,1505.333333
R,12,5,1488,1180,1512,1393.333333
R,13,5,1484,1188,1508,1393.333333
R,14,5,1484,1184,1516,1394.666667
R,15,5,1488,1184,1516,1396
R,16,5,1492,1184,1512,1396
R,17,5,1488,1184,1504,1392
R,18,5,1484,1184,1508,1392
R,19,5,1480,1184,1516,1393.333333
R,20,5,1488,1188,1512,1396
R,21,5,1488,1184,1512,1394.666667
R,22,5,1488,1188,1512,1396
R,23,5,1200,832,1284,1105.333333
R,24,5,1212,832,1284,1109.333333
R,25,5,1212,832,1288,1110.666667
R,26,5,1212,828,1284,1108
R,27,5,1208,828,1288,1108
R,28,5,1212,828,1288,1109.333333
R,29,5,1208,832,1288,1109.333333
R,30,5,1212,828,1284,1108
R,31,5,1212,828,1284,1108
R,32,5,1212,828,1284,1108
R,33,5,1212,828,1284,1108
R,34,5,1440,1172,1476,1362.666667
R,35,5,1440,1168,1476,1361.333333
R,36,5,1448,1172,1492,1370.666667
R,37,5,1444,1172,1480,1365.333333
R,38,5,1444,1168,1480,1364
R,39,5,1444,1164,1476,1361.333333
R,40,5,1448,1168,1480,1365.333333
R,41,5,1448,1172,1480,1366.666667
R,42,5,1448,1172,1480,1366.666667
R,43,5,1444,1168,1480,1364
R,44,5,1432,1160,1456,1349.333333
R,45,5,1436,1172,1496,1368
R,46,5,1432,1172,1492,1365.333333
R,47,5,1436,1172,1496,1368
R,48,5,1432,1176,1488,1365.333333
R,49,5,1440,1176,1500,1372
R,50,5,1432,1176,1488,1365.333333
R,51,5,1436,1172,1500,1369.333333
R,52,5,1436,1176,1496,1369.333333
R,53,5,1436,1172,1492,1366.666667
R,54,5,1440,1176,1500,1372
R,55,5,1436,1172,1492,1366.666667
R,56,5,1532,1280,1620,1477.333333
R,57,5,1536,1284,1624,1481.333333
R,58,5,1536,1280,1616,1477.333333
R,59,5,1536,1284,1624,1481.333333
R,60,5,1540,1280,1620,1480
R,61,5,1536,1276,1612,1474.666667
R,62,5,1536,1280,1616,1477.333333
R,63,5,1540,1276,1616,1477.333333
R,64,5,1528,1280,1612,1473.333333
R,65,5,1532,1280,1616,1476
R,66,5,1540,1276,1620,1478.666667
R,67,5,1544,1284,1632,1486.666667
R,68,5,1544,1284,1632,1486.666667
R,69,5,1544,1292,1636,1490.666667
R,70,5,1544,1288,1636,1489.333333
R,71,5,1540,1292,1640,1490.666667
R,72,5,1544,1296,1636,1492
R,73,5,1548,1292,1640,1493.333333
R,74,5,1544,1296,1636,1492
R,75,5,1572,1296,1636,1501.333333
R,76,5,1536,1288,1636,1486.666667
R,77,5,1540,1288,1628,1485.333333
R,78,5,1528,1272,1620,1473.333333
R,79,5,1536,1280,1616,1477.333333
R,80,5,1540,1284,1620,1481.333333
R,81,5,1528,1276,1616,1473.333333
R,82,5,1528,1284,1620,1477.333333
R,83,5,1524,1268,1616,1469.333333
R,84,5,1528,1272,1612,1470.666667
R,85,5,1520,1280,1616,1472
R,86,5,1524,1272,1616,1470.666667
R,87,5,1528,1276,1620,1474.666667
R,88,5,1528,1268,1612,1469.333333
R,89,5,1520,1264,1612,1465.333333
R,90,5,1516,1272,1608,1465.333333
R,91,5,1520,1264,1612,1465.333333
R,92,5,1516,1268,1612,1465.333333
R,93,5,1520,1268,1608,1465.333333
R,94,5,1520,1268,1612,1466.666667
R,95,5,1516,1268,1608,1464
R,96,5,1520,1296,1612,1476
R,97,5,1520,1268,1612,1466.666667
R,98,5,1508,1264,1600,1457.333333
R,99,5,1516,1260,1612,1462.666667
R,100,5,1564,1296,1644,1501.333333
R,101,5,1560,1296,1644,1500
R,102,5,1564,1296,1648,1502.666667
R,103,5,1560,1296,1644,1500
R,104,5,1560,1296,1692,1516
R,105,5,1564,1296,1644,1501.333333
R,106,5,1560,1296,1644,1500
R,107,5,1560,1292,1648,1500
R,108,5,1560,1296,1644,1500
R,109,5,1564,1292,1648,1501.333333
R,110,5,1560,1296,1644,1500
R,1,6,2040,1740,2212,1997.333333
R,2,6,2040,1740,2212,1997.333333
R,3,6,2040,1740,2220,2000
R,4,6,2040,1740,2212,1997.333333
R,5,6,2040,1748,2200,1996
R,6,6,2040,1740,2212,1997.333333
R,7,6,2040,1740,2212,1997.333333
R,8,6,2040,1748,2204,1997.333333
R,9,6,2040,1740,2212,1997.333333
R,10,6,2040,1748,2200,1996
R,11,6,2040,1748,2204,1997.333333
R,12,6,1904,1548,2016,1822.666667
R,13,6,1904,1548,2016,1822.666667
R,14,6,1904,1552,2016,1824
R,15,6,1908,1548,2016,1824
R,16,6,1904,1552,2016,1824
R,17,6,1908,1548,2016,1824
R,18,6,1904,1552,2016,1824
R,19,6,1904,1548,2016,1822.666667
R,20,6,1908,1552,2016,1825.333333
R,21,6,1908,1548,2016,1824
R,22,6,1908,1552,2016,1825.333333
R,23,6,1888,1576,1988,1817.333333
R,24,6,1888,1576,1980,1814.666667
R,25,6,1888,1576,1992,1818.666667
R,26,6,1888,1576,1988,1817.333333
R,27,6,1888,1576,2024,1829.333333
R,28,6,1884,1572,1980,1812
R,29,6,1888,1576,1980,1814.666667
R,30,6,1888,1572,1988,1816
R,31,6,1888,1576,1980,1814.666667
R,32,6,1888,1572,1980,1813.333333
R,33,6,1888,1572,1980,1813.333333
R,34,6,1776,1380,1892,1682.666667
R,35,6,1776,1376,1932,1694.666667
R,36,6,1780,1376,1900,1685.333333
R,37,6,1776,1380,1900,1685.333333
R,38,6,1776,1380,1900,1685.333333
R,39,6,1776,1376,1900,1684
R,40,6,1776,1380,1900,1685.333333
R,41,6,1776,1380,1896,1684
R,42,6,1776,1376,1904,1685.333333
R,43,6,1776,1380,1904,1686.666667
R,44,6,1784,1376,1904,1688
R,45,6,1620,1208,1852,1560
R,46,6,1624,1208,1852,1561.333333
R,47,6,1620,1212,1848,1560
R,48,6,1620,1208,1848,1558.666667
R,49,6,1620,1208,1852,1560
R,50,6,1620,1208,1852,1560
R,51,6,1624,1208,1852,1561.333333
R,52,6,1620,1208,1852,1560
R,53,6,1624,1204,1856,1561.333333
R,54,6,1620,1208,1852,1560
R,55,6,1624,1208,1852,1561.333333
R,56,6,1908,1572,1988,1822.666667
R,57,6,1904,1568,1988,1820
R,58,6,1908,1576,1988,1824
R,59,6,1908,1568,1988,1821.333333
R,60,6,1896,1572,1988,1818.666667
R,61,6,1908,1568,1988,1821.333333
R,62,6,1904,1576,1988,1822.666667
R,63,6,1908,1576,1992,1825.333333
R,64,6,1896,1572,1988,1818.666667
R,65,6,1896,1568,1988,1817.333333
R,66,6,1908,1572,1988,1822.666667
R,67,6,1912,1568,2004,1828
R,68,6,1916,1560,2008,1828
R,69,6,1916,1564,2004,1828
R,70,6,1916,1560,2008,1828
R,71,6,1912,1568,2004,1828
R,72,6,1916,1560,2008,1828
R,73,6,1912,1568,2004,1828
R,74,6,1916,1568,2004,1829.333333
R,75,6,1912,1560,2004,1825.333333
R,76,6,1916,1568,2004,1829.333333
R,77,6,1920,1572,2012,1834.666667
R,78,6,1796,1500,1892,1729.333333
R,79,6,1804,1492,1892,1729.333333
R,80,6,1796,1496,1896,1729.333333
R,81,6,1800,1492,1896,1729.333333
R,82,6,1804,1496,1896,1732
R,83,6,1804,1500,1896,1733.333333
R,84,6,1800,1500,1892,1730.666667
R,85,6,1804,1500,1896,1733.333333
R,86,6,1804,1496,1896,1732
R,87,6,1800,1500,1896,1732
R,88,6,1800,1496,1900,1732
R,89,6,1692,1420,1784,1632
R,90,6,1700,1424,1784,1636
R,91,6,1692,1420,1784,1632
R,92,6,1700,1416,1784,1633.333333
R,93,6,1700,1420,1788,1636
R,94,6,1696,1416,1784,1632
R,95,6,1700,1420,1780,1633.333333
R,96,6,1692,1416,1784,1630.666667
R,97,6,1700,1416,1784,1633.333333
R,98,6,1692,1420,1784,1632
R,99,6,1692,1420,1784,1632
R,100,6,1472,1252,1564,1429.333333
R,101,6,1468,1252,1568,1429.333333
R,102,6,1468,1252,1560,1426.666667
R,103,6,1468,1252,1564,1428
R,104,6,1468,1244,1568,1426.666667
R,105,6,1468,1252,1568,1429.333333
R,106,6,1468,1248,1560,1425.333333
R,107,6,1468,1244,1568,1426.666667
R,108,6,1468,1244,1564,1425.333333
R,109,6,1468,1244,1568,1426.666667
R,110,6,1460,1244,1568,1424
R,1,7,2944,2460,3156,2853.333333
R,2,7,2944,2464,3156,2854.666667
R,3,7,2944,2468,3156,2856
R,4,7,2944,2460,3152,2852
R,5,7,2940,2464,3156,2853.333333
R,6,7,2944,2460,3152,2852
R,7,7,2940,2468,3156,2854.666667
R,8,7,2940,2464,3152,2852
R,9,7,2944,2468,3156,2856
R,10,7,2944,2460,3156,2853.333333
R,11,7,2944,2460,3156,2853.333333
R,12,7,2772,2392,2992,2718.666667
R,13,7,2772,2396,2988,2718.666667
R,14,7,2768,2400,2992,2720
R,15,7,2764,2396,2992,2717.333333
R,16,7,2768,2400,2992,2720
R,17,7,2772,2396,2992,2720
R,18,7,2772,2400,2992,2721.333333
R,19,7,2776,2396,2992,2721.333333
R,20,7,2768,2400,2992,2720
R,21,7,2768,2396,2992,2718.666667
R,22,7,2772,2392,2984,2716
R,23,7,2824,2348,3052,2741.333333
R,24,7,2824,2344,3048,2738.666667
R,25,7,2824,2348,3048,2740
R,26,7,2824,2348,3052,2741.333333
R,27,7,2820,2352,3052,2741.333333
R,28,7,2824,2356,3052,2744
R,29,7,2824,2348,3052,2741.333333
R,30,7,2824,2348,3052,2741.333333
R,31,7,2824,2348,3052,2741.333333
R,32,7,2824,2348,3052,2741.333333
R,33,7,2752,2328,3060,2713.333333
R,34,7,2756,2320,3060,2712
R,35,7,2756,2328,3060,2714.666667
R,36,7,2756,2332,3068,2718.666667
R,37,7,2756,2336,3072,2721.333333
R,38,7,2756,2340,3068,2721.333333
R,39,7,2756,2384,3068,2736
R,40,7,2756,2340,3068,2721.333333
R,41,7,2756,2340,3068,2721.333333
R,42,7,2764,2348,3076,2729.333333
R,43,7,2760,2348,3076,2728
R,44,7,2832,2372,3060,2754.666667
R,45,7,2832,2376,3060,2756
R,46,7,2832,2372,3060,2754.666667
R,47,7,2828,2372,3060,2753.333333
R,48,7,2876,2376,3060,2770.666667
R,49,7,2832,2376,3060,2756
R,50,7,2828,2372,3060,2753.333333
R,51,7,2828,2376,3060,2754.666667
R,52,7,2824,2416,3060,2766.666667
R,53,7,2832,2376,3056,2754.666667
R,54,7,2828,2372,3060,2753.333333
R,55,7,2804,2340,3036,2726.666667
R,56,7,2808,2336,3036,2726.666667
R,57,7,2804,2340,3036,2726.666667
R,58,7,2800,2340,3036,2725.333333
R,59,7,2804,2340,3028,2724
R,60,7,2804,2332,3024,2720
R,61,7,2804,2332,3084,2740
R,62,7,2808,2332,3024,2721.333333
R,63,7,2808,2336,3028,2724
R,64,7,2804,2332,3024,2720
R,65,7,2804,2328,3028,2720
R,66,7,2788,2340,3000,2709.333333
R,67,7,2788,2336,3000,2708
R,68,7,2788,2332,3000,2706.666667
R,69,7,2784,2336,2996,2705.333333
R,70,7,2788,2332,2996,2705.333333
R,71,7,2784,2336,3000,2706.666667
R,72,7,2788,2340,3000,2709.333333
R,73,7,2780,2336,2996,2704
R,74,7,2776,2328,3000,2701.333333
R,75,7,2780,2328,3000,2702.666667
R,76,7,2788,2332,3000,2706.666667
R,77,7,2800,2380,3008,2729.333333
R,78,7,2796,2372,3008,2725.333333
R,79,7,2800,2368,2996,2721.333333
R,80,7,2800,2372,3000,2724
R,81,7,2796,2368,3000,2721.333333
R,82,7,2796,2372,3000,2722.666667
R,83,7,2844,2368,2996,2736
R,84,7,2820,2428,3044,2764
R,85,7,2816,2404,3024,2748
R,86,7,2812,2412,3024,2749.333333
R,87,7,2820,2400,3024,2748
R,88,7,2820,2400,3024,2748
R,89,7,2764,2348,2976,2696
R,90,7,2760,2348,2976,2694.666667
R,91,7,2764,2348,2980,2697.333333
R,92,7,2764,2348,2976,2696
R,93,7,2764,2356,2972,2697.333333
R,94,7,2764,2348,2976,2696
R,95,7,2764,2352,2972,2696
R,96,7,2780,2376,2992,2716
R,97,7,2780,2380,2992,2717.333333
R,98,7,2780,2376,2992,2716
R,99,7,2780,2376,2992,2716
R,100,7,2788,2328,2988,2701.333333
